feature_set,model,gate,threshold,calls,accuracy,coverage,avg_ask,median_ask,pct_20_40,avg_time,median_time
CORE,LOGISTIC,BRTI_SAFE_LAG,0.8,6,66.66666666666666,40.0,35.333333333333336,40.5,33.33333333333333,8.338589416666666,8.466322283333334
CORE,LOGISTIC,BRTI_SAFE_LAG,0.85,6,66.66666666666666,40.0,35.333333333333336,40.5,33.33333333333333,8.338589416666666,8.466322283333334
CORE,LOGISTIC,BRTI_SAFE_LAG,0.9,5,80.0,33.333333333333336,34.0,39.0,40.0,8.600872026666668,9.4735987
CORE,RF,OPEN,0.6,12,33.33333333333333,80.0,30.83333333333334,26.0,58.333333333333336,8.580466600000001,9.22232335
CORE,RF,OPEN,0.65,9,44.44444444444444,60.0,33.77777777777778,39.0,44.44444444444444,8.59917652962963,9.129866966666668
CORE,RF,OPEN,0.7,7,42.857142857142854,46.666666666666664,28.999999999999996,30.0,28.57142857142857,7.392111195238096,7.542187433333334
CORE,RF,OPEN,0.75,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.58592125,9.58592125
CORE,RF,OPEN,0.8,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.502484491666667,9.502484491666667
CORE,RF,OPEN,0.85,0,,0.0,,,,,
CORE,RF,OPEN,0.9,0,,0.0,,,,,
CORE,RF,BRTI,0.6,7,57.14285714285714,46.666666666666664,36.42857142857142,42.0,28.57142857142857,8.525913326190476,9.48238015
CORE,RF,BRTI,0.65,7,57.14285714285714,46.666666666666664,36.42857142857142,42.0,28.57142857142857,8.525913326190476,9.48238015
CORE,RF,BRTI,0.7,3,66.66666666666666,20.0,44.333333333333336,46.0,33.33333333333333,9.725208444444442,9.7812951
CORE,RF,BRTI,0.75,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.58592125,9.58592125
CORE,RF,BRTI,0.8,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.502484491666667,9.502484491666667
CORE,RF,BRTI,0.85,0,,0.0,,,,,
CORE,RF,BRTI,0.9,0,,0.0,,,,,
CORE,RF,BRTI_SAFE,0.6,7,57.14285714285714,46.666666666666664,36.42857142857142,42.0,28.57142857142857,8.525913326190476,9.48238015
CORE,RF,BRTI_SAFE,0.65,7,57.14285714285714,46.666666666666664,36.42857142857142,42.0,28.57142857142857,8.525913326190476,9.48238015
CORE,RF,BRTI_SAFE,0.7,3,66.66666666666666,20.0,44.333333333333336,46.0,33.33333333333333,9.725208444444442,9.7812951
CORE,RF,BRTI_SAFE,0.75,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.58592125,9.58592125
CORE,RF,BRTI_SAFE,0.8,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.502484491666667,9.502484491666667
CORE,RF,BRTI_SAFE,0.85,0,,0.0,,,,,
CORE,RF,BRTI_SAFE,0.9,0,,0.0,,,,,
CORE,RF,BRTI_SAFE_LAG,0.6,7,57.14285714285714,46.666666666666664,36.42857142857142,42.0,28.57142857142857,8.501988092857143,9.48238015
CORE,RF,BRTI_SAFE_LAG,0.65,7,57.14285714285714,46.666666666666664,36.42857142857142,42.0,28.57142857142857,8.4902671,9.48238015
CORE,RF,BRTI_SAFE_LAG,0.7,3,66.66666666666666,20.0,44.333333333333336,46.0,33.33333333333333,9.725208444444442,9.7812951
CORE,RF,BRTI_SAFE_LAG,0.75,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.58592125,9.58592125
CORE,RF,BRTI_SAFE_LAG,0.8,2,100.0,13.333333333333334,42.50000000000001,42.50000000000001,50.0,9.502484491666667,9.502484491666667
CORE,RF,BRTI_SAFE_LAG,0.85,0,,0.0,,,,,
CORE,RF,BRTI_SAFE_LAG,0.9,0,,0.0,,,,,
