ticker,call_time,call_side,official_side,correct,initial_fair,initial_remaining_min,initial_distance,initial_signed_distance,three_min_rows,three_min_max_distance_drop,three_min_min_signed_distance,three_min_side_flip,tier_100_150,tier_50_125,tier_50_140,tier_50_150,tier_50_160,tier_50_175,tier_50_200,tier_75_125,tier_75_140,tier_75_150,tier_75_160,tier_75_175,tier_75_200,tier_90_125,tier_90_140,tier_90_150,tier_90_160,tier_90_175,tier_90_200,tier_100_125,tier_100_140,tier_100_160,tier_100_175,tier_100_200,tier_110_125,tier_110_140,tier_110_150,tier_110_160,tier_110_175,tier_110_200,tier_125_140,tier_125_150,tier_125_160,tier_125_175,tier_125_200
KXBTC15M-26AUG231745-45,2026-08-23 21:35:23.308854+00:00,DOWN,DOWN,True,0.8018867924528301,9.6115191,-165.73000000001048,165.73000000001048,8,0.0,165.73000000001048,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG231800-00,2026-08-23 21:49:01.642810+00:00,UP,UP,True,0.8018867924528301,10.972619833333331,162.42999999999302,162.42999999999302,8,0.0,162.42999999999302,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG231815-15,2026-08-23 22:04:47.858869+00:00,DOWN,DOWN,True,0.8018867924528301,10.202352183333334,-186.5,186.5,8,126.14999999999418,60.35000000000582,False,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,DANGER,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING
KXBTC15M-26AUG231915-15,2026-08-23 23:03:58.111678+00:00,DOWN,DOWN,True,0.890625,11.031472033333332,-161.7100000000064,161.7100000000064,8,25.919999999998254,135.79000000000815,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG231930-30,2026-08-23 23:18:30.516002+00:00,UP,UP,True,0.8018867924528301,11.491399966666668,116.7100000000064,116.7100000000064,8,53.38000000000465,63.33000000000175,False,SAFE,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG232000-00,2026-08-23 23:50:11.150543+00:00,UP,UP,True,0.9301075268817204,9.814157616666668,108.06999999999243,108.06999999999243,8,1.8300000000017465,106.23999999999069,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG232015-15,2026-08-24 00:06:07.577761+00:00,DOWN,DOWN,True,0.8928571428571429,8.873703983333334,-126.36000000000058,126.36000000000058,8,0.0,126.36000000000058,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG232030-30,2026-08-24 00:21:27.808735+00:00,DOWN,DOWN,True,0.8928571428571429,8.536521083333334,-142.69000000000233,142.69000000000233,8,12.479999999995924,130.2100000000064,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG232045-45,2026-08-24 00:36:02.046134+00:00,UP,DOWN,False,0.890625,8.965897766666666,166.2100000000064,166.2100000000064,8,159.11000000000058,7.100000000005821,False,DANGER,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING
KXBTC15M-26AUG232230-30,2026-08-24 02:20:50.271911+00:00,UP,UP,True,0.8417126888472046,9.162134816666669,90.08000000000176,90.08000000000176,1,0.0,90.08000000000176,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG232245-45,2026-08-24 02:35:13.477812+00:00,UP,UP,True,0.8733329978342713,9.7753698,77.86000000000058,77.86000000000058,4,24.5,53.36000000000058,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG232300-00,2026-08-24 02:48:30.256988+00:00,DOWN,UP,False,0.8818375441656982,11.495716866666667,-177.58000000000175,177.58000000000175,4,100.11000000000058,77.47000000000116,False,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG232315-15,2026-08-24 03:06:41.362845+00:00,DOWN,DOWN,True,0.9290706254032018,8.31061925,-143.72999999999593,143.72999999999593,4,0.0,143.72999999999593,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG232345-45,2026-08-24 03:36:13.053772+00:00,DOWN,DOWN,True,0.8777297678568201,8.782437133333334,-152.58000000000175,152.58000000000175,4,82.22999999999593,70.35000000000582,False,SAFE,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240000-00,2026-08-24 03:50:24.264239+00:00,UP,DOWN,False,0.8725021809505709,9.595596016666669,90.59999999999128,90.59999999999128,4,81.57999999998721,9.020000000004076,False,SAFE,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240015-15,2026-08-24 04:05:03.552646+00:00,UP,UP,True,0.9029811825042604,9.940789233333334,107.29999999998836,107.29999999998836,4,44.52999999999884,62.76999999998952,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240030-30,2026-08-24 04:18:54.198098+00:00,UP,UP,True,0.8308347129308,11.096698366666669,159.72000000000116,159.72000000000116,4,15.919999999998254,143.8000000000029,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240100-00,2026-08-24 04:49:26.303417+00:00,DOWN,DOWN,True,0.8411642370218343,10.561609716666668,-132.02000000000407,132.02000000000407,4,0.0,132.02000000000407,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240115-15,2026-08-24 05:05:27.354558+00:00,UP,UP,True,0.8233976068859385,9.5440907,71.67999999999302,71.67999999999302,4,45.81999999999243,25.860000000000586,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240130-30,2026-08-24 05:20:04.445664+00:00,DOWN,DOWN,True,0.8450902473577809,9.9259056,-116.36999999999534,116.36999999999534,4,0.0,116.36999999999534,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240145-45,2026-08-24 05:33:15.352070+00:00,DOWN,UP,False,0.8288102581330056,11.744132166666668,-148.33000000000175,148.33000000000175,4,42.69000000000233,105.63999999999942,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240215-15,2026-08-24 06:06:57.880352+00:00,DOWN,UP,False,0.8088943441830628,8.035327466666667,-101.83999999999652,101.83999999999652,4,155.5899999999965,-53.75,True,DANGER,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING,DANGER,DANGER,WEAKENING,WEAKENING,WEAKENING
KXBTC15M-26AUG240230-30,2026-08-24 06:21:09.895021+00:00,DOWN,DOWN,True,0.8034292671739249,8.835082983333333,-54.06999999999243,54.06999999999243,4,0.0,54.06999999999243,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240245-45,2026-08-24 06:35:02.128980+00:00,DOWN,DOWN,True,0.8296457386619209,9.964517,-98.7899999999936,98.7899999999936,4,28.860000000000586,69.92999999999302,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240300-00,2026-08-24 06:48:21.527094+00:00,UP,UP,True,0.8458385735525684,11.6412151,159.72000000000116,159.72000000000116,4,9.099999999991269,150.6200000000099,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240330-30,2026-08-24 07:18:07.696435+00:00,DOWN,DOWN,True,0.8022532950874599,11.871726083333334,-119.02999999999884,119.02999999999884,4,24.820000000007,94.20999999999184,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240345-45,2026-08-24 07:35:34.000646+00:00,DOWN,DOWN,True,0.8303784686290839,9.433322566666668,-115.94000000000231,115.94000000000231,4,30.72999999999591,85.2100000000064,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240430-30,2026-08-24 08:18:35.093364+00:00,DOWN,DOWN,True,0.8050394707552803,11.4151106,-135.95000000001164,135.95000000001164,4,60.33000000000175,75.6200000000099,False,SAFE,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240445-45,2026-08-24 08:34:13.086182+00:00,UP,UP,True,0.8244793252377461,10.781896966666666,126.27000000000407,126.27000000000407,4,18.5399999999936,107.73000000001048,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240515-15,2026-08-24 09:03:32.228847+00:00,UP,UP,True,0.8359106042795486,11.46285255,86.7899999999936,86.7899999999936,4,0.0,86.7899999999936,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240600-00,2026-08-24 09:48:12.154637+00:00,UP,UP,True,0.8170561929461873,11.797422716666668,47.84999999999127,47.84999999999127,4,36.59999999999127,11.25,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240615-15,2026-08-24 10:04:19.084561+00:00,UP,UP,True,0.8622611027254067,10.681923983333332,136.60000000000582,136.60000000000582,4,118.63000000000466,17.970000000001164,False,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240630-30,2026-08-24 10:18:59.589215+00:00,UP,UP,True,0.8094372627937795,11.006846416666669,61.45999999999185,61.45999999999185,4,38.22000000000117,23.239999999990687,False,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
KXBTC15M-26AUG240645-45,2026-08-24 10:33:18.117135+00:00,UP,DOWN,False,0.8482134733123641,11.69804775,142.2100000000064,142.2100000000064,4,77.38999999999942,64.82000000000698,False,SAFE,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,WEAKENING,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE,SAFE
